The antioxidant activity of Orthosiphon pallidus aqueous extract (OPAE) was investigated using different models  such as the 1 1-diphenyl-2-picrylhydrazyl (DPPH) and the 2  2'-azinobis-(3-ethylbenzothiazoline-6-sulfonic acid) (ABTS) models  as were the Fe+ chelation  the hydroxyl radical and superoxide radical scavenging  and total reducing power activities.,antioxidant activity;using;models;using;models such as;1 1-diphenyl-2-picrylhydrazyl;using;different models such as;DPPH;activity;was;investigated;activity;using;models;activity;using;different models;using;different models such as;1 1-diphenyl-2-picrylhydrazyl;using;models such as;DPPH;total;reducing;power activities;antioxidant activity;using;different models;,10
The anticancer activities of the extract were determined by using the 3-(4  5- dimethylthiazolyl-2)-2  5-diphenyltetrazolium bromide (MTT) and the sulforhodamine (SRB) assays on the MCF-7 and the MDA-MB-231 cancer cell lines.,anticancer activities;were;determined;anticancer activities;using;3;activities;were;determined;activities;using;3;,4
The aqueous Orthosiphon pallidus extract showed potent activity in in-vitro models.,Orthosiphon pallidus extract;showed;activity;potent activity;is in;in-vitro models;aqueous Orthosiphon pallidus extract;showed;activity in models;aqueous Orthosiphon pallidus extract;showed;potent activity;Orthosiphon pallidus extract;showed;activity in in-vitro models;aqueous Orthosiphon pallidus extract;showed;activity in in-vitro models;Orthosiphon pallidus extract;showed;potent activity;aqueous Orthosiphon pallidus extract;showed;activity;aqueous Orthosiphon pallidus extract;showed;potent activity in models;Orthosiphon pallidus extract;showed;activity in models;Orthosiphon pallidus extract;showed;potent activity in in-vitro models;aqueous Orthosiphon pallidus extract;showed;potent activity in in-vitro models;Orthosiphon pallidus extract;showed;potent activity in models;,13
It significantly inhibited the scavenging of hydroxyl and superoxide radicals  but induced a remarkable Fe+ chelation activity.,,0
For both cell lines  the percent cytotoxicity was found to increase steadily with increasing OPAE concentration up to 240 �g/mL.,percent cytotoxicity;increase steadily with;increasing OPAE concentration;percent cytotoxicity;increase steadily with;increasing OPAE concentration up to 240 g/mL;percent cytotoxicity;increase with;increasing OPAE concentration;percent cytotoxicity;increase steadily with;OPAE concentration;percent cytotoxicity;increase with;OPAE concentration up to 240 g/mL;percent cytotoxicity;increase with;increasing OPAE concentration up to 240 g/mL;percent cytotoxicity;was found For;cell lines;percent cytotoxicity;increase steadily with;OPAE concentration up to 240 g/mL;percent cytotoxicity;increase with;OPAE concentration;,9
These results suggest that Orthosiphon pallidus has excellent antioxidant  antimicrobial  and anticancer activities against human breast-cancer cell lines.,Orthosiphon pallidus;has;anticancer;Orthosiphon pallidus;has;antimicrobial;Orthosiphon pallidus;has;antioxidant antimicrobial;Orthosiphon pallidus;has;excellent antioxidant antimicrobial;Orthosiphon pallidus;has;excellent antimicrobial;,5


This study aimed to assess the efficacy of anthracycline-based (AB) and non-anthracycline-based (nAB) adjuvant therapies in the human epidermal growth factor receptor 2 (HER2)-positive non-metastatic BC (nMBC) patients.,anthracycline-based adjuvant therapies;is in;human epidermal growth factor receptor 2;,1
This retrospective study included women with HER2-positive BCs (stage I-III) treated with trastuzumab from 2008 to 2017.,women;is with;HER2-positive BCs treated from 2008 to 2017;study;included;women;study;included;women with BCs treated with trastuzumab from 2008 to 2017;retrospective study;included;women with BCs treated;retrospective study;included;women with HER2-positive BCs treated with trastuzumab;study;included;women with HER2-positive BCs treated;retrospective study;included;women with BCs treated from 2008 to 2017;retrospective study;included;women with BCs;study;included;women with HER2-positive BCs treated with trastuzumab;study;included;women with BCs;retrospective study;included;women with BCs treated with trastuzumab;retrospective study;included;women with HER2-positive BCs treated with trastuzumab from 2008 to 2017;study;included;women with BCs treated with trastuzumab;study;included;women with HER2-positive BCs;retrospective study;included;women with HER2-positive BCs treated;retrospective study;included;women with BCs treated with trastuzumab from 2008 to 2017;retrospective study;included;women with HER2-positive BCs treated from 2008 to 2017;study;included;women with HER2-positive BCs treated from 2008 to 2017;study;included;women with HER2-positive BCs treated with trastuzumab from 2008 to 2017;retrospective study;included;women;study;included;women with BCs treated from 2008 to 2017;study;included;women with BCs treated;retrospective study;included;women with HER2-positive BCs;,23
The patients were divided into two groups  including 196 patients in group AB and 67 in group nAB.,patients;were divided into;two groups including 196 patients;patients;were divided into;two groups;196 patients;is in;group AB;patients;were;divided;patients;were divided into;two groups including 196 patients in group AB;,5
Cox's proportional hazard regression analysis showed no unfavourable predictors for five-year overall survival (OS) and disease-free survival (DFS) except for stage and hormone therapy.,Cox;has;proportional hazard regression analysis;,1
The OS rate was 67.9% in group AB and 80.6% in group nAB (p = 0.630).,p;=;0.630;67.9 %;is in;group AB;80.6 %;is in;group nAB;,3
The DFS rate was 61.6% in group AB compared with 67.1% in group nAB (p = 0.447).,DFS rate;was;61.6 % in group AB;61.6 %;is in;group AB;DFS rate;was;61.6 %;p;=;0.447;67.1 %;is in;group nAB;,5
The results showed no difference between the efficacies of AB and nAB regimens in HER2-positive nMBCs in adjuvant setting.,,0
Therefore  selecting the nAB regimen can reduce the serious damage caused by the AB regimen.,damage;Therefore selecting;nAB regimen;serious damage;Therefore selecting;nAB regimen;damage;selecting;nAB regimen;serious damage;selecting;nAB regimen;,4


To assess the feasibility of a team-based prognosis and treatment goal discussion for women living with advanced breast cancer.,,0
Female patients diagnosed with advanced breast cancer (n = 25) participated in a mixed methods study that evaluated the feasibility and effects of a planned and structured prognosis discussion.,patients;diagnosed with;breast cancer;patients;diagnosed with;advanced breast cancer;effects;feasibility of;planned prognosis discussion;Female patients;diagnosed with;advanced breast cancer;Female patients;diagnosed with;breast cancer;effects;feasibility of;prognosis discussion;,6
Audio analysis of the intervention appointments was conducted to assess intervention feasibility.,analysis;was;conducted;Audio analysis;assess;intervention feasibility;Audio analysis;was;conducted;analysis;assess;intervention feasibility;,4
Patient self-reports of prognosis related beliefs and treatment preferences were compared across intervention and usual care groups.,Patient self-reports;were;compared;Patient self-reports;were compared across;intervention;,2
Most patients found the T-PAT appointment challenging but worthwhile.,Most patients;found;appointment;patients;found;appointment;patients;found;T-PAT appointment;Most patients;found;T-PAT appointment;,4
Intervention uptake by clinicians was good  but some fidelity disruptions were noted.,,0
T-PAT participants were more likely to hold realistic beliefs about disease curability after the appointment.,T-PAT participants;hold beliefs after;appointment;T-PAT participants;hold;realistic beliefs;T-PAT participants;hold;beliefs about disease curability;T-PAT participants;hold;realistic beliefs about disease curability;T-PAT participants;were;likely;T-PAT participants;hold;beliefs;T-PAT participants;were;more likely;,7
Productive prognosis discussions can be delivered effectively by a practice-based clinical team within a semi-structured patient education appointment.,Productive prognosis discussions;be;can delivered effectively by team within patient education appointment;prognosis discussions;be;can delivered by practice-based clinical team;prognosis discussions;be;can delivered effectively by practice-based team;prognosis discussions;be;can delivered effectively by practice-based clinical team within patient education appointment;prognosis discussions;be;can delivered effectively by clinical team within semi-structured patient education appointment;prognosis discussions;be;can delivered effectively by practice-based clinical team;Productive prognosis discussions;be;can delivered effectively by practice-based team within semi-structured patient education appointment;prognosis discussions;be;can delivered by team within patient education appointment;Productive prognosis discussions;be;can delivered by practice-based team;Productive prognosis discussions;be;can delivered effectively by clinical team within semi-structured patient education appointment;Productive prognosis discussions;be;can delivered effectively by practice-based clinical team within patient education appointment;prognosis discussions;be;can delivered effectively by practice-based team within patient education appointment;prognosis discussions;be;can delivered by team;Productive prognosis discussions;be;can delivered effectively by team within semi-structured patient education appointment;Productive prognosis discussions;be;can delivered effectively by clinical team;prognosis discussions;be;can delivered effectively by clinical team;Productive prognosis discussions;be;can delivered by practice-based team within patient education appointment;Productive prognosis discussions;be;can delivered by team within patient education appointment;Productive prognosis discussions;be;can delivered by practice-based clinical team within patient education appointment;prognosis discussions;be;can delivered effectively by practice-based team within semi-structured patient education appointment;Productive prognosis discussions;be;can delivered;Productive prognosis discussions;be;can delivered by clinical team within semi-structured patient education appointment;prognosis discussions;be;can delivered by practice-based team within patient education appointment;Productive prognosis discussions;be;can delivered effectively by practice-based team;Productive prognosis discussions;be;can delivered by practice-based clinical team within semi-structured patient education appointment;Productive prognosis discussions;be;can delivered effectively by practice-based team within patient education appointment;Productive prognosis discussions;be;can delivered effectively by clinical team within patient education appointment;Productive prognosis discussions;be;can delivered by clinical team within patient education appointment;prognosis discussions;be;can delivered effectively by team within patient education appointment;prognosis discussions;be;can delivered by practice-based clinical team within patient education appointment;Productive prognosis discussions;be;can delivered by clinical team;prognosis discussions;be;can delivered by clinical team within patient education appointment;Productive prognosis discussions;be;can delivered by team within semi-structured patient education appointment;Productive prognosis discussions;be;can delivered effectively by practice-based clinical team within semi-structured patient education appointment;Productive prognosis discussions;be;can delivered by practice-based clinical team;prognosis discussions;be;can delivered effectively by team within semi-structured patient education appointment;Productive prognosis discussions;be;can delivered effectively by team;prognosis discussions;be;can delivered effectively;prognosis discussions;be;can delivered by practice-based team within semi-structured patient education appointment;Productive prognosis discussions;be;can delivered effectively by practice-based clinical team;prognosis discussions;be;can delivered by practice-based team;prognosis discussions;be;can delivered;Productive prognosis discussions;be;can delivered by team;prognosis discussions;be;can delivered effectively by clinical team within patient education appointment;prognosis discussions;be;can delivered effectively by team;Productive prognosis discussions;be;can delivered effectively;prognosis discussions;be;can delivered by team within semi-structured patient education appointment;prognosis discussions;be;can delivered by clinical team within semi-structured patient education appointment;Productive prognosis discussions;be;can delivered by practice-based team within semi-structured patient education appointment;prognosis discussions;be;can delivered by clinical team;prognosis discussions;be;can delivered effectively by practice-based clinical team within semi-structured patient education appointment;prognosis discussions;be;can delivered by practice-based clinical team within semi-structured patient education appointment;,52
It was perceived by patients with advanced breast cancer as both valuable and acceptable.,It;was;perceived;It;was perceived by;patients;It;was perceived by;patients as valuable;It;was perceived by;patients with advanced breast cancer as valuable;It;was perceived by;patients with breast cancer as valuable;It;was perceived by;patients with advanced breast cancer;patients;is with;advanced breast cancer;It;was perceived by;patients with breast cancer;,8
T-PAT clinicians found the intervention easy to deliver.,T-PAT clinicians;found;intervention easy;clinicians;found;intervention easy;,2
Regular implementation of T-PAT may help clinicians' build prognosis discussion communication skills.,clinicians;build;prognosis discussion communication skills;,1
T-PAT documentation provides valuable information that can be used to tailor ongoing care.,,0


Cancer stem cells (CSCs) are drug-resistant and radiation-resistant cancer cells that are responsible for tumor progression and maintenance  cancer recurrence  and metastasis.,Cancer stem cells;are;drug-resistant;,1
Targeting breast CSCs with phytochemicals is a new paradigm for cancer prevention and treatment.,Targeting breast CSCs;is;paradigm;Targeting breast CSCs;is paradigm for;cancer prevention;Targeting breast CSCs;is with;phytochemicals;CSCs;is;new;Targeting breast CSCs;is new paradigm for;cancer prevention;Targeting breast CSCs;is;new paradigm;,6
In this study  activity-guided fractionation from mammosphere formation inhibition assays  repeated chromatographic preparations over silica gel  preparatory thin layer chromatography  and HPLC using aronia extracts led to the isolation of one compound.,repeated chromatographic preparations;led to;isolation of one compound;repeated preparations;led to;isolation of one compound;repeated chromatographic preparations;led to;isolation;chromatographic preparations;led to;isolation of one compound;preparations;led to;isolation;chromatographic preparations;led to;isolation;preparations;led to;isolation of one compound;repeated preparations;led to;isolation;,8
Using ¹H and 13C 2-dimensional nuclear magnetic resonance (NMR) as well as electrospray ionization (ESI) mass spectrometry  the isolated compound was identified as 3-O-p-coumaroyltormentic acid.,,0
This compound inhibits breast cancer cell proliferation and mammosphere formation in a dose-dependent manner and reduces the CD44high/CD24low subpopulation and aldehyde dehydrogenase (ALDH)-expressing cell population as well as the expression of the self-renewal-related genes CD44  SOX2  and OCT4.,compound;reduces;ALDH;compound;inhibits;breast cancer cell proliferation;compound;reduces;aldehyde dehydrogenase;compound;inhibits breast cancer cell proliferation in;manner;aldehyde dehydrogenase;expressing;expression;aldehyde dehydrogenase;expressing;cell population;aldehyde dehydrogenase;expressing;expression of self-renewal-related genes;compound;inhibits breast cancer cell proliferation in;dose-dependent manner;compound;reduces;CD44high/CD24low subpopulation;aldehyde dehydrogenase;expressing;expression of genes;,10
3-O-p-Coumaroyltormentic acid preferentially reduced the protein levels of c-Myc  which is a CSC survival factor  by inducing c-Myc degradation.,,0
These findings indicate the novel utilization of 3-O-p-coumaroyltormentic acid for breast cancer therapy via disruption of c-Myc protein  which is a CSC survival factor.,findings;indicate;novel utilization of acid for breast cancer therapy via disruption;findings;indicate;novel utilization of acid for breast cancer therapy;findings;indicate;utilization of 3-O-p-coumaroyltormentic acid for breast cancer therapy via disruption;findings;indicate;utilization of 3-O-p-coumaroyltormentic acid;findings;indicate;utilization of acid;findings;indicate;utilization via disruption;findings;indicate;utilization of 3-O-p-coumaroyltormentic acid for breast cancer therapy;findings;indicate;utilization for breast cancer therapy via disruption;findings;indicate;novel utilization;findings;indicate;novel utilization of 3-O-p-coumaroyltormentic acid;findings;indicate;novel utilization for breast cancer therapy via disruption;findings;indicate;novel utilization of acid via disruption;findings;indicate;novel utilization of 3-O-p-coumaroyltormentic acid for breast cancer therapy;findings;indicate;novel utilization for breast cancer therapy;findings;indicate;utilization for breast cancer therapy;findings;indicate;utilization;findings;indicate;utilization of acid via disruption;findings;indicate;utilization of 3-O-p-coumaroyltormentic acid via disruption;findings;indicate;novel utilization via disruption;findings;indicate;utilization of acid for breast cancer therapy;findings;indicate;novel utilization of 3-O-p-coumaroyltormentic acid via disruption;findings;indicate;novel utilization of 3-O-p-coumaroyltormentic acid for breast cancer therapy via disruption;findings;indicate;novel utilization of acid;findings;indicate;utilization of acid for breast cancer therapy via disruption;,24


To evaluate acute toxicity and cosmetic outcomes of hypofractionated simultaneous integrated boost (SIB) as adjuvant treatment after breast-conserving surgery and adjuvant chemotherapy and to review the association of chemotherapy and short fractionation with boost.,outcomes;review;association with boost;outcomes;review;association;cosmetic outcomes;review;association;outcomes;review;association of chemotherapy;outcomes;review;association of chemotherapy with boost;association;is with;boost;cosmetic outcomes;review;association of chemotherapy with boost;cosmetic outcomes;review;association of chemotherapy;cosmetic outcomes;review;association with boost;,9
Patients presenting early-stage breast cancer were enrolled in a phase II trial.,Patients;presenting;early-stage breast cancer;Patients;were;enrolled;Patients;presenting;breast cancer;Patients;were enrolled in;phase II trial;,4
All patients received VMAT-SIB technique to the whole breast and tumor bed in 15 fractions  for a total dose of 40.5 and 48 Gy.,patients;received;VMAT-SIB technique;patients;received VMAT-SIB technique in;15 fractions for dose;patients;received VMAT-SIB technique to;breast;patients;received VMAT-SIB technique in;15 fractions for total dose;patients;received VMAT-SIB technique to;whole breast;patients;received VMAT-SIB technique in;15 fractions;,6
Acute and late skin toxicities and breast pain were recorded.,Acute skin toxicities;were;recorded;skin toxicities;were;recorded;,2
Cosmetic outcomes were also assessed as excellent/good or fair/poor.,Cosmetic outcomes;were;also assessed;outcomes;were also assessed as;excellent/good;Cosmetic outcomes;were;assessed;Cosmetic outcomes;were also assessed as;excellent/good;Cosmetic outcomes;were assessed as;excellent/good;outcomes;were;assessed;outcomes;were;also assessed;outcomes;were assessed as;excellent/good;,8
Between August 2010 and December 2015  787 consecutive patients were treated and had at least 2 year follow-up.,December 2015 787 patients;had;at least 2 year follow-up;December 2015 787 consecutive patients;had;at least 2 year follow-up;,2
A subset of 175 patients underwent adjuvant chemotherapy (median age of 55 years) and was analysed.,,0
The median follow up was 39 months (range 24-80).,,0
At the end of RT treatment  skin toxicity was G1 in 51.1% of patients  G2 in 9.7%.,G2;is in;9.7 %;G1;was in;51.1 % of patients;G1;was At;end of RT treatment skin toxicity;G1;was in;51.1 %;G1;was in;51.1 % of patients G2;G1;was At;end;G1;was in;51.1 % of patients G2 in 9.7 %;,7
At 2 years of follow up  it was G1 in 13.5% of patients  no cases ≥ G2; cosmetic outcome was excellent in 63.5% and good in 36.5% of the patients.,G1;is in;13.5 % of patients;,1
No significant difference compared to the patients without systemic therapy was observed.,,0
Hypofractionated VMAT-SIB in patients who had undergone adjuvant systemic therapy was safe and well tolerated in terms of acute and early late settings and cosmesis.,Hypofractionated VMAT-SIB;tolerated in;terms of acute;VMAT-SIB;well tolerated in;terms;VMAT-SIB;was;safe;VMAT-SIB;tolerated in;terms of acute;VMAT-SIB;tolerated in;terms;Hypofractionated VMAT-SIB;well tolerated in;terms of acute;Hypofractionated VMAT-SIB;well tolerated in;terms;Hypofractionated VMAT-SIB;was;safe;Hypofractionated VMAT-SIB;tolerated in;terms;Hypofractionated VMAT-SIB;is in;patients;VMAT-SIB;well tolerated in;terms of acute;,11
Our data confirmed the results of other studies published on the association of hypofractionation and chemotherapy or concomitant boost.,Our data;confirmed;results of studies published on association of hypofractionation;Our data;confirmed;results of studies published on association;Our data;confirmed;results of other studies published;Our data;confirmed;results of studies;Our data;confirmed;results of studies published;Our data;confirmed;results of other studies published on association of hypofractionation;Our data;confirmed;results;Our data;confirmed;results of other studies published on association;Our data;confirmed;results of other studies;,9


Extended endocrine therapy can reduce recurrences occurring more than 5  years after diagnosis (late recurrences) in estrogen receptor (ER)-positive breast cancer.,estrogen receptor;in diagnosis is;late recurrences;therapy;can reduce;recurrences occurring;Extended therapy;can reduce;recurrences;endocrine therapy;can reduce;recurrences;therapy;can reduce;recurrences;Extended endocrine therapy;can reduce;recurrences;Extended endocrine therapy;can reduce;recurrences occurring;Extended therapy;can reduce;recurrences occurring;diagnosis;is in;estrogen receptor;endocrine therapy;can reduce;recurrences occurring;,10
Given the side effects of endocrine therapy  optimal patient selection for extended treatment is crucial.,side effects;is;crucial;effects;is;crucial;,2
Enhanced understanding of late recurrence biology could optimize patient selection in this setting.,Enhanced understanding;could optimize;patient selection;understanding;could optimize;patient selection;Enhanced understanding;could optimize patient selection in;setting;understanding;could optimize patient selection in;setting;,4
We therefore summarized the current knowledge of late recurrence biology  clinical trials on extended endocrine therapy  and tools for predicting late recurrence and benefit from treatment extension.,We;therefore summarized;knowledge of late recurrence biology trials on endocrine therapy;We;predicting;benefit;We;knowledge of;late recurrence biology trials;We;knowledge of;late recurrence biology clinical trials;We;knowledge on;extended endocrine therapy;We;therefore summarized;knowledge on endocrine therapy;We;therefore summarized;knowledge of late recurrence biology trials on extended endocrine therapy;We;summarized;knowledge;We;therefore summarized;knowledge;We;therefore summarized;knowledge of recurrence biology clinical trials on extended endocrine therapy;benefit;recurrence from;treatment extension;We;summarized;knowledge of recurrence biology trials;We;therefore summarized;knowledge of recurrence biology clinical trials;We;therefore summarized;knowledge of recurrence biology clinical trials on endocrine therapy;We;summarized;knowledge on endocrine therapy;We;summarized;knowledge of recurrence biology clinical trials;We;knowledge of;recurrence biology trials;We;current knowledge of;late recurrence biology clinical trials;We;knowledge of;recurrence biology clinical trials;We;predicting;recurrence from treatment extension;We;summarized;knowledge of late recurrence biology trials;We;therefore summarized;knowledge of late recurrence biology clinical trials on endocrine therapy;We;predicting;recurrence;We;current knowledge of;recurrence biology trials;We;summarized;knowledge of late recurrence biology trials on extended endocrine therapy;We;current knowledge of;late recurrence biology trials;We;summarized;knowledge of recurrence biology trials on endocrine therapy;We;therefore summarized;knowledge of recurrence biology trials on endocrine therapy;We;current knowledge on;extended endocrine therapy;We;summarized;knowledge of recurrence biology clinical trials on endocrine therapy;We;knowledge on;endocrine therapy;We;summarized;knowledge of late recurrence biology clinical trials;We;therefore summarized;knowledge of late recurrence biology clinical trials;We;therefore summarized;knowledge of recurrence biology trials;We;predicting;late recurrence from treatment extension;We;predicting;late recurrence;We;summarized;knowledge of recurrence biology clinical trials on extended endocrine therapy;We;current knowledge on;endocrine therapy;We;summarized;knowledge on extended endocrine therapy;We;current knowledge of;recurrence biology clinical trials;We;summarized;knowledge of recurrence biology trials on extended endocrine therapy;We;therefore summarized;knowledge on extended endocrine therapy;benefit;late recurrence from;treatment extension;We;summarized;knowledge of late recurrence biology trials on endocrine therapy;We;therefore summarized;knowledge of recurrence biology trials on extended endocrine therapy;We;therefore summarized;knowledge of late recurrence biology trials;We;summarized;knowledge of late recurrence biology clinical trials on endocrine therapy;,47
Extending 5 years of tamoxifen therapy with 5 years of tamoxifen or an aromatase inhibitor (AI) reduces late recurrence risk by 2-5%  but results of extending AI-based therapy are inconsistent.,recurrence risk;Extending;5 years with 5 years;recurrence risk;Extending;5 years of tamoxifen therapy;late recurrence risk;Extending;5 years with 5 years of tamoxifen;late recurrence risk;Extending;5 years of tamoxifen therapy;late recurrence risk;Extending;5 years;recurrence risk;Extending;5 years of tamoxifen therapy with 5 years;late recurrence risk;Extending;5 years of tamoxifen therapy with 5 years of tamoxifen;late recurrence risk;Extending;5 years of tamoxifen therapy with 5 years;5 years;is with;5 years of tamoxifen;recurrence risk;Extending;5 years of tamoxifen therapy with 5 years of tamoxifen;late recurrence risk;Extending;5 years with 5 years;recurrence risk;Extending;5 years with 5 years of tamoxifen;recurrence risk;Extending;5 years;,13
Although several clinicopathological parameters and multigene assays are prognostic for late recurrence  selection tools predicting benefit from extended endocrine therapy are sparse.,late recurrence selection tools;predicting;benefit from endocrine therapy;several parameters;are prognostic for;recurrence selection tools;assays;are prognostic for;late recurrence selection tools;several clinicopathological parameters;are;prognostic for late recurrence selection tools;clinicopathological parameters;are;prognostic for late recurrence selection tools;recurrence selection tools;predicting;benefit;late recurrence selection tools;predicting;benefit from extended endocrine therapy;predicting;benefit from;endocrine therapy;several parameters;are;prognostic;multigene assays;are;prognostic;several clinicopathological parameters;are;prognostic for recurrence selection tools;clinicopathological parameters;are prognostic for;late recurrence selection tools;several clinicopathological parameters;are prognostic for;late recurrence selection tools;parameters;are;prognostic for recurrence selection tools;several parameters;are;prognostic for late recurrence selection tools;assays;are;prognostic;recurrence selection tools;predicting;benefit from extended endocrine therapy;parameters;are;prognostic;parameters;are prognostic for;recurrence selection tools;several parameters;are prognostic for;late recurrence selection tools;multigene assays;are prognostic for;late recurrence selection tools;clinicopathological parameters;are;prognostic for recurrence selection tools;recurrence selection tools;predicting;benefit from endocrine therapy;parameters;are prognostic for;late recurrence selection tools;several clinicopathological parameters;are;prognostic;several parameters;are;prognostic for recurrence selection tools;several clinicopathological parameters;are prognostic for;recurrence selection tools;clinicopathological parameters;are;prognostic;late recurrence selection tools;predicting;benefit;parameters;are;prognostic for late recurrence selection tools;predicting;benefit from;extended endocrine therapy;clinicopathological parameters;are prognostic for;recurrence selection tools;assays;are prognostic for;recurrence selection tools;multigene assays;are prognostic for;recurrence selection tools;,34
Therefore  we additionally performed a pooled analysis using 2231 mRNA profiles of patients with ER-positive/human epidermal growth factor receptor 2-negative breast cancer.,we;performed;analysis;we;performed;pooled analysis;we;Therefore additionally performed;analysis;we;Therefore performed;pooled analysis;we;Therefore performed;analysis;patients;is with;ER-positive/human epidermal growth factor receptor 2-negative breast cancer;we;Therefore additionally performed;pooled analysis;we;additionally performed;pooled analysis;we;additionally performed;analysis;,9
Gene Set Enrichment Analysis was applied on genes ranked according to their association with early and late recurrence risk.,Enrichment Analysis;was;applied;Gene Set;ranked according to;their association;their association;is with;early recurrence risk;Gene Set;ranked according to;their association with recurrence risk;Enrichment Analysis;was applied on;genes;Gene Set;ranked according to;their association with early recurrence risk;,6
Higher expression of estrogen-responsive genes was associated with a high recurrence risk beyond 5 years after diagnosis when patients had received no systemic therapy.,expression;was associated with;recurrence risk beyond 5 years after diagnosis;Higher expression;was associated with;recurrence risk beyond 5 years;expression;was associated with;high recurrence risk;Higher expression;was;associated;expression;was associated with;recurrence risk beyond 5 years;Higher expression;was associated with;recurrence risk;Higher expression;was associated with;recurrence risk beyond 5 years after diagnosis;Higher expression;was associated with;high recurrence risk;expression;was;associated;Higher expression;was associated with;high recurrence risk beyond 5 years after diagnosis;expression;was associated with;high recurrence risk beyond 5 years after diagnosis;Higher expression;was associated with;high recurrence risk beyond 5 years;expression;was associated with;high recurrence risk beyond 5 years;expression;was associated with;recurrence risk;,14
Although 5 years of endocrine therapy reduced this risk  this effect disappeared after treatment cessation.,effect;disappeared after;treatment cessation;risk;years of;endocrine therapy;effect;disappeared;5 years of endocrine therapy reduced;effect;disappeared;years of endocrine therapy reduced;,4
This suggests that late recurrences of tumors with high expression of estrogen-responsive genes are likely ER-driven.,late recurrences;are;likely ER-driven;recurrences;are;ER-driven;late recurrences;are;ER-driven;late recurrences;is with;high expression of estrogen-responsive genes;recurrences;are;likely ER-driven;,5
Long-term intervention in this pathway by means of extended endocrine therapy might reduce late recurrences in patients with tumors showing high expression of estrogen-responsive genes.,Long-term intervention;might reduce;recurrences;Long-term intervention;might reduce;late recurrences;intervention;might reduce;recurrences in patients with tumors;intervention;might reduce;late recurrences in patients with tumors;Long-term intervention;might reduce;late recurrences in patients with tumors;showing;expression of;genes;Long-term intervention;might reduce;late recurrences in patients;intervention;might reduce;recurrences;Long-term intervention;is in;pathway;Long-term intervention;might reduce;recurrences in patients;Long-term intervention;might reduce;recurrences in patients with tumors;intervention;might reduce;recurrences in patients;showing;expression of;estrogen-responsive genes;showing;high expression of;genes;patients;is with;tumors showing;showing;high expression of;estrogen-responsive genes;intervention;might reduce;late recurrences in patients;late recurrences;is in;patients with tumors showing;intervention;might reduce;late recurrences;,19


The majority of deaths from MBC are in patients with hormone receptor (HR) positive  HER2 negative disease.,patients;is with;hormone receptor;majority;are in;patients;deaths;majority of are;patients;deaths;majority of are;patients with hormone receptor;majority;are in;patients with hormone receptor;,5
Endocrine therapy (ET) remains the backbone of treatment in these cases  improving survival and quality of life.,Endocrine therapy;backbone of;treatment;therapy;remains;backbone of treatment;Endocrine therapy;remains;backbone;therapy;backbone in;cases;Endocrine therapy;remains;backbone of treatment in cases;therapy;remains;backbone of treatment in cases;Endocrine therapy;backbone in;cases;therapy;remains;backbone in cases;therapy;backbone of;treatment;quality;survival of;life;backbone;is in;cases improving;Endocrine therapy;remains;backbone in cases;Endocrine therapy;remains;backbone of treatment;therapy;remains;backbone;,14
However  treatment can lose effectiveness due to primary or acquired endocrine resistance.,treatment;However can lose;effectiveness;treatment;However can lose due;effectiveness;treatment;can lose;effectiveness;treatment;can lose due;effectiveness;,4
Analysis of mechanisms of ET resistance has led to the development of a new generation of targeted therapies for advanced breast cancer.,Analysis;has led to;development of new generation of therapies for breast cancer;Analysis;has led to;development of generation of therapies for advanced breast cancer;Analysis;has led to;development of new generation of targeted therapies;Analysis;has led to;development of new generation of targeted therapies for advanced breast cancer;Analysis;has led to;development of generation of targeted therapies;Analysis;has led to;development of new generation of targeted therapies for breast cancer;Analysis;has led to;development;Analysis;has led to;development of generation;Analysis;has led to;development of new generation of therapies for advanced breast cancer;Analysis;has led to;development of new generation;Analysis;has led to;development of generation of targeted therapies for advanced breast cancer;Analysis;has led to;development of generation of therapies for breast cancer;Analysis;has led to;development of generation of targeted therapies for breast cancer;Analysis;has led to;development of generation of therapies;Analysis;has led to;development of new generation of therapies;,15
In addition to anti-estrogen therapy with selective estrogen receptor modulators  aromatase inhibitors  and/or selective estrogen receptor degraders  combinations with cyclin dependent kinase (CDK) 4/6 inhibitors have led to substantial progression free survival (PFS) improvements in the first and second line settings.,selective estrogen receptor modulators;is with;cyclin dependent kinase;anti-estrogen therapy;is with;selective estrogen receptor modulators;,2
